espécie,830160
reexame,728110
fatos,1343732
provas,1109880
tampouco,347577
mostrando,55461
deficiente,50001
fundamentação,724955
agravada,810909
apresentou,444061
contraminuta,44814
certidão,651383
175,61039
interposição,604836
deste,1610749
observaram,9013
pressupostos,608726
recorribilidade,19090
peça,367543
subscrita,24185
protocolada,27178
prazo,2486817
atentem,5199
decidido,298093
origem,1537172
tribunal,7060019
justiça,7174511
concedeu,120324
segurança,1358085
síntese,480618
94,141768
administrativo,1128167
servidor,587219
público,3232782
policial,553498
adicional,252378
permanência,556408
estadual,1049174
55,132948
92,124702
concessão,1418199
pagamento,4114231
cinco,769529
05,224650
adicionais,41804
administração,663354
pública,2095688
revisão,817261
concessivo,6857
redução,630127
desconto,166300
valores,1669116
pagos,263357
impossibilidade,1354543
tempo,1175953
serviço,1534390
superior,4167335
trinta,337691
anos,1525318
direito,8237345
líquido,208129
certo,589271
ordem,1772802
concedida,376552
estando,259593
ainda,3409129
completado,10424
julho,269674
1996,103214
quais,1039291
vinte,548162
20,1309901
foram,1793348
exercidos,7117
como,9328051
exige,329129
art,16367038
i,2662740
24,346811
1986,30169
tem,2398134
ele,1250077
contar,376269
1997,159762
um,5038596
5,2891109
cento,1184961
seu,4282596
vencimento,427147
ano,1295362
excedente,38185
estímulo,62735
ativo,145350
até,2084680
completar,51608
35,268037
15,942002
iv,899060
sorte,228763
administrativa,546363
equivocada,59724
reduzir,100703
nem,852686
sequer,292669
descontar,6735
qualquer,2519118
valor,5755013
pago,308769
anteriormente,417760
tal,1884662
título,1627797
sede,748466
excepcional,150361
atua,47910
luz,949229
moldura,18942
delineada,31589
soberanamente,8298
levando,205208
conta,1081651
as,9856106
premissas,69564
constantes,276020
pronunciamento,206358
jurisprudência,1900989
sedimentada,35114
pacífica,163040
respeito,1155418
devendo,617599
ter,1991247
presente,1925540
verbete,82693
279,200522
súmula,2353152
simples,772902
cabe,568380
deslinde,129254
controvérsia,609812
deu,603649
ângulo,25572
considerada,240709
conclusão,542155
adotada,169381
prolatado,62455
fez,283019
alicerçada,10175
conferida,78141
regência,137877
tema,978068
está,1712366
diante,1429788
conflito,339197
interesses,251820
desfecho,49785
ganha,10219
contornos,41664
protelatórios,61625
valho,5721
me,411132
trecho,107899
judiciário,508101
mim,54900
outrora,35277
publicado,153463
observa,316358
portanto,1698459
existência,1419856
instrumental,52207
hábil,110587
inibir,21985
manobras,10597
processuais,1079393
procrastinatórias,2607
atento,40114
sinalização,23594
derrocada,2657
sufocado,1846
processos,307508
estranho,29463
natural,138994
coisas,70898
legislador,252260
normatizou,2246
agora,179608
verdadeira,88228
resistência,108770
democrática,9232
vem,276739
acontecendo,11227
compete,231144
juiz,1924817
atuar,61659
desassombro,2102
pena,2862577
tornar,104387
responsável,325171
falência,92569
cumpre,402629
lhe,2391430
sem,3436634
extravasamento,4450
menosprezo,4159
dever,764581
preservar,66085
defesa,2633379
partes,2014741
examinar,124530
caso,4651119
recursos,1376255
enquadráveis,2981
meramente,174219
restabelecendo,9451
boa,345082
processual,2510733
assim,3714875
procedendo,49326
honrará,1781
responsabilidade,1533760
ofício,838994
alfim,10479
própria,755509
toga,2038
ante,1490043
quadro,245315
imponho,4750
agravante,1607622
causa,2123575
devidamente,793451
corrigido,185462
reverter,14907
benefício,1460521
agravado,537874
extrato,172836
proced,64892
negou,475085
imposição,265215
unânime,845681
presidência,188777
presentes,735519
senhores,144396
luiz,1953724
fux,422401
rosa,581675
weber,196326
subprocurador,134811
dr,645522
edson,224020
oliveira,856120
almeida,178769
carmen,36664
lilian,31164
souza,558871
secretária,181877
infra,127557
estrutura,184250
reclamação,301438
paraíba,19634
alexandre,281894
moraes,229660
municipio,12572
joao,14322
pessoa,959879
município,989371
joão,760172
ministério,1137377
intdo,69421
representação,191190
interno,814060
violação,917055
precedente,458244
desta,2468235
inexistência,1164989
reclamada,61686
paradigma,139477
confronto,130482
apontado,115956
ausência,2581724
teratologia,25778
particularidades,53601
concreto,730331
análise,1475645
emissão,398706
juízo,2245589
nega,606213
reclamado,76160
analisou,52038
suprema,198268
793,8938
repercussão,662402
cotejando,4583
respeitado,45509
âmbito,471496
cognitivo,8776
constata,177483
judicial,1580062
alega,493861
afrontar,15848
inviável,423193
convolar,986
distinta,42512
ação,6547044
atalho,4504
expedientes,5402
repelidos,1206
ac,1034263
órdã,11347
1f7f,21
42ca,27
senha,218701
2d68,37
77d3,30
4b39,26
rcl,127084
33582,23
pb,28909
negar,921384
25,382618
junho,332358
2019,247284
trata,1416176
contra,3231609
seguimento,587854
peculiaridades,154887
celebração,92622
ppi,211
entre,2835000
dois,1011564
municípios,190826
brasileiros,27310
devem,880979
conhecidas,23206
stf,1168185
tjpb,664
dê,52007
última,203050
palavra,71245
questão,1430981
quando,4056081
estava,862898
permitido,116886
fazer,621748
b,1410483
particularidade,16131
já,3519069
reconhecida,422350
impugnada,199277
inconcebível,11053
essa,960110
seja,2905251
fins,663156
admissibilidade,801867
argumenta,101665
quo,1021828
baseia,16632
apenas,1992412
mas,1994835
fundamento,1003387
legitima,33180
si,584874
só,1166625
possa,305422
demonstrar,372666
divergência,522350
gritante,2373
recorrido,737176
d,708729
editar,22348
solidariedade,51791
através,489213
vínculo,141852
fulcro,265769
196,86151
ambos,608562
afirmar,184857
decorre,237033
contratual,1432403
decerto,5178
interpretar,38917
nada,539132
decidiu,1418505
imputar,38661
uma,4923989
hipótese,1424445
apreciada,134472
f,469738
obrigacional,163450
2e25,129
9387,38
9ec7,69
b9c6,31
fd1f,36
desloca,4016
legitimidade,633887
passiva,677924
domicílio,119117
paciente,848131
sus,59753
quem,665343
referido,767574
possui,532588
nenhuma,315849
relação,2424906
g,338100
debatida,117877
perante,459505
totalmente,142893
alheia,42786
ratio,29991
decidendi,4388
proferida,836098
h,115830
editada,62186
tese,961602
firmou,303458
03,261640
entes,104232
federativos,16788
níveis,41239
distintos,70611
união,750526
decidindo,69931
mesmo,2801087
nível,112253
porque,2192432
fazia,73225
pede,59442
final,746894
exercido,68545
retratação,93494
apresentada,233173
julgada,716134
órgão,975261
colegiado,254928
haja,630274
vista,1468375
sua,5987826
importância,317387
cenário,65536
jurídico,934070
econômico,280465
social,1062904
todo,536304
subsidiariamente,93354
regular,327031
processamento,209822
competente,306102
dar,876745
consequentemente,131738
acolher,142459
pedido,3616085
deduzido,68837
doc,60399
14,749898
fl,3854536
16,520576
eis,406490
qual,3743505
teria,607604
violado,82073
estabelecida,225399
rel,7185167
expõe,23991
inicialmente,404418
seguinte,849377
contexto,408996
fático,274997
substituição,426645
propôs,66581
obrigação,1282216
bayeux,237
demandados,42903
solidariamente,49615
visando,248372
obter,222377
tratamento,379002
saúde,734569
favor,698702
francisco,735953
vicente,95855
demanda,1153971
procedente,607890
sentença,6196635
às,2641538
fls,5684778
108,83516
111,121907
v,935677
originários,48394
impôs,28643
forma,3481321
solidária,82155
realização,684597
ressonância,7400
acústicos,227
internos,24442
contrastes,52
mérito,1822427
reclamante,70381
interpôs,523908
apelação,6303876
cível,4835814
ocasião,408167
defendeu,82614
vez,1936041
domiciliado,4683
guardando,9487
cidade,208053
desprovida,57766
monocrática,496997
155,259509
169,61328
172,52027
178,74654
contínuo,81445
câmara,2630406
citado,284341
185,44381
197,49235
acb,237
ad,392629
03cf,33
2581,97
a937,34
c804,53
6517,66
colegiada,64243
opostos,336256
embargos,4119848
201,97085
208,48094
rejeitados,301512
223,48260
224,42068
rejeição,280670
aclaratórios,188306
confirmou,96033
reconheceu,258860
causam,283145
confirmar,56833
custear,30215
apesar,316736
reconhecer,373923
expressamente,551327
tela,208322
cidadão,64903
inconformado,125117
suscitando,21357
limites,427088
esculpida,2235
teve,388301
negado,169164
presidente,1096336
inadmissibilidade,158307
pleno,291759
oportunidade,345396
distinguishing,3333
afastar,398424
disso,694247
negando,68668
obstando,14503
além,1400850
subtrair,32667
excelso,88170
fora,424381
traçados,12266
fato,2434800
viabiliza,31358
propositura,259751
previsão,518111
988,11527
ii,2409154
cpc,4106636
firmada,179545
existente,265167
ocorre,480983
residir,19633
existe,230365
evidente,342985
casos,936940
modo,1563956
viola,81310
então,826239
amparo,138719
desse,721384
refere,364360
estados,201018
df,413930
requer,365671
medida,1627945
liminar,810688
determinar,581698
plenária,24228
afirmou,309191
existir,97938
resta,329097
deixe,23577
possuir,105709
efeitos,993743
vinculantes,5296
juízes,86351
paraibanos,30
esse,1004085
anular,101057
reformar,103839
ora,1152313
desborda,4311
invadiu,15172
impedir,127067
fosse,402042
decidida,164595
tudo,280856
escopo,91050
prevalecer,133671
entendimento,2324889
formulado,401149
reiterado,27675
confirmando,52064
tutela,1058456
requerida,636628
17,510836
18,540072
breve,56935
relato,70742
necessário,1024587
decido,122362
deve,3578522
inadmitida,4710
desde,1576512
logo,708680
antes,884060
entrada,290499
vigor,430985
2015,1003941
tinha,446377
posição,192742
rígida,5877
sentido,3099873
trazer,101346
discussão,596062
sistemática,165559
todos,1402077
trânsito,925576
nele,163785
suscitada,184366
usurpação,31553
inocorrência,325086
uso,548264
destinado,86761
questionar,30481
sistema,804435
precedentes,1364033
firmados,135090
plenário,332948
ellen,87283
gracie,81835
gilmar,302089
mendes,322437
incognoscibilidade,3399
consequente,140998
extinção,729943
anômala,5874
improvido,345024
celso,425628
mello,306081
restritíssimo,65
tribunais,646275
superiores,301091
caberá,90556
assegurar,157692
observância,409336
formado,33090
repetitivo,159886
esgotadas,6469
todas,604100
instâncias,166851
ordinárias,127896
saber,177012
percurso,6389
íter,179
recursal,1456586
cabível,344165
teori,202621
zavascki,195381
segunda,1601041
extrai,406527
leitura,145427
contrario,11932
sensu,30642
interessada,62882
omissis,18536
inadmissível,280214
proposta,398557
garantir,197743
proferido,307555
repetitivos,143775
aponta,130200
indevida,503081
definida,72639
pois,2822255
especializada,35949
tj,191496
manteve,130896
vara,983560
mista,39126
comarca,1842768
rejeitou,119311
preliminar,691650
ilegitimidade,642829
arguida,50510
julgou,648606
entender,274277
substituído,30571
retira,71325
in,1629599
casu,426814
razão,2735000
programação,5334
pactuada,193007
integrada,15999
atenção,170180
referidas,124952
edilidades,26
aquele,482912
exames,65875
referenciados,4247
eles,395160
necessitado,10870
infere,170800
documentação,182299
23,350916
26,354807
27,359405
41,298751
bem,3177110
ressalte,87869
rigor,117752
estabelecer,196814
rol,167069
taxativo,23563
prevê,340825
utilização,521122
via,981743
reclamatória,15614
apreciar,280937
correção,1757171
maneira,327008
incumbe,143901
exclusivamente,305529
aplicar,240669
pondera,15056
eminente,275046
pretório,119895
excepcionalmente,44007
conhece,278659
julga,81788
reclamações,19915
postulando,49149
após,1845168
restritos,9043
depara,5661
teratogênica,78
vício,327426
autoriza,222901
admissão,100051
cassação,57050
observando,119851
seus,1414897
estritos,10497
cognitivos,2488
roberto,944049
barroso,180903
consoante,680275
observado,248649
cármen,244933
lúcia,288514
desrespeita,3987
autoridade,572602
configurada,232970
erronia,2827
evidenciar,47134
cite,10087
intenta,5242
estar,437597
arregimentada,348
inseparáveis,1028
esgotamento,55173
instância,605772
sobresta,266
inadmite,10733
liminarmente,111881
prejudicado,414832
plausibilidade,45044
firmado,628240
indicar,97641
preciso,111242
registrar,124545
observação,154111
excepcionalidade,35403
questionamento,60178
sendo,2889785
razões,1354433
fundamentadas,23988
norma,880482
extraída,30443
força,551235
obrigatória,118393
ademais,931983
rememorem,420
advertências,2455
cujo,469878
externou,2963
meios,205462
inadmissíveis,14000
gera,96548
danosos,7281
prestação,1169945
jurisdicional,567395
tomando,52566
escassos,1610
causando,70296
prejuízos,269085
contrária,246409
pese,204654
6,1774327
jurisdição,410254
fundo,254825
aludido,162902
transcreve,49351
julgado,2727866
esclarece,98704
8,1015654
argumentos,540971
expendidos,43943
evidenciado,162284
recursais,608795
trouxe,114712
nenhum,309705
argumento,544947
capaz,239294
infirmar,82817
hostilizada,46387
ela,814407
mantida,917858
próprios,251813
fundamentos,835365
legítima,224377
figurar,149030
polo,169502
passivo,387504
pura,27154
correspondente,467484
liame,36562
une,2663
duas,552063
fornecer,90463
médico,277432
urgência,202307
enseja,143114
clínico,33048
comprovação,685619
ineficácia,30624
tratamentos,21099
disponibilizados,13793
decisum,512878
fixada,431774
seguir,152037
adequado,230883
necessitados,10106
insere,32642
deveres,55387
federados,19191
podendo,422073
deles,183100
conjunto,364431
isoladamente,29892
7,1398137
assentou,160932
unindo,744
ente,250773
federado,10804
assertiva,73428
realizou,95144
algum,274779
teratológica,7690
convém,111291
ressaltar,210603
incogitável,5520
nesta,1468816
tratar,439256
questões,563454
visam,51483
decisões,493980
emanadas,11741
impor,104629
enunciados,57237
súmulas,228412
corrigir,100004
eventuais,227777
equívocos,19958
pelas,1013499
instituídos,10937
rito,168356
suscitadas,112416
exposto,1436251
21,562448
regimento,248996
nego,328235
alegações,505467
trazidas,58108
são,3959937
suficientes,372406
alterar,133506
tive,13183
enfatizar,26517
naquele,132593
destacar,203758
pelos,1523715
reclamantes,5648
nome,978296
princípio,2022376
celeridade,102495
evidenciada,164536
prejuízo,800177
ressalto,42782
houve,998336
intimação,596722
apresentação,410295
contrarrazões,706955
9,773230
luís,105718
antônio,428166
carlos,1288021
alpino,527
bigonha,487
paulo,2160685
barros,248289
secretário,170928
2c26,46
24ad,38
pernambuco,40008
joaquim,147348
barbosa,267295
alessandra,10569
patrícia,19281
gomes,363922
silva,1489951
elizabeth,6614
carvalho,248139
simplício,1378
impugnação,615637
orientação,567932
impugnar,68523
ocorreu,492330
ricardo,797243
lewandowski,221485
votos,333644
setembro,275888
313,48295
extraordinários,49685
vinculam,15194
agravos,79992
interpostos,196331
publicação,472042
42,276219
apenso,76719
notícia,69585
posterior,415410
ratificação,34068
visto,451502
integrante,63078
partir,1544967
começa,39168
fluir,52695
pacífico,125369
diário,83439
recorre,19381
aplica,392506
disposto,1083669
281,26772
semelhante,103303
confiram,41171
cezar,129216
peluso,90244
dj,1312206
velloso,52581
ayres,66044
britto,81531
are,371821
pe,95237
busca,615875
discutir,100586
mantenho,40819
trago,18999
apreciação,503473
oto,925
inconsistente,7986
observo,63208
fundamentou,44501
entretanto,462299
impugnou,51700
inviabiliza,74739
cf,813693
assis,168064
vieira,200748
sanseverino,137079
p,1974199
fabiane,6256
duarte,36661
distrito,281631
libania,33
fernandes,275736
costa,428997
eugênio,14622
carlo,4305
balliano,578
malavasi,591
stefan,622
augusto,245641
batista,185089
custódio,5806
dosimetria,236680
acima,668122
mínimo,809197
permitida,117935
certa,183576
discricionariedade,50760
fixação,891124
ilegalidade,401340
alegação,925530
deficiência,104165
fundamentada,218441
recorrente,1406438
qo,35386
rg,77199
regime,1336239
semiaberto,158274
cumprimento,1399768
negativa,436803
restritivas,127975
direitos,930101
circunstâncias,692004
judiciais,340512
desfavoráveis,47591
maio,326566
2014,302691
minha,227804
relatoria,379973
conheceu,158080
denunciada,55768
prática,1043751
corrupção,68849
ativa,395389
333,210950
parágrafo,892328
único,1052965
penal,2783985
caput,1276514
71,158757
supostamente,122496
oferecido,32926
vantagem,218491
r,2585464
funcionário,93615
agente,630911
penitenciária,26347
corréu,68845
determiná,2282
lo,589490
praticar,77609
infringindo,4505
funcional,197818
introduzir,6695
aparelho,84332
celular,332900
baterias,1851
estabelecimento,356600
prisional,177590
sobreveio,161457
condenação,2097593
recebeu,215728
reprimenda,257593
quatro,429283
reclusão,409267
inicial,2020024
edoc,54158
10,1540692
irresignada,117204
criminal,1725057
restou,618511
provida,51376
tocante,496725
materialidade,375894
autoria,563966
demonstradas,43008
incabível,178022
insurgência,659100
absolvição,321844
insuficiência,173226
dolo,249747
conduta,935348
apelantes,240214
ré,1706645
corrompido,2795
carcereiro,337
celulares,24022
utilizou,54832
réu,1927218
função,548677
delito,754195
narrado,39455
denúncia,608264
condenações,128049
confirmadas,7974
imposta,249443
libânia,45
adequada,267921
gravíssimas,3001
motivos,299994
conseqüências,66021
crime,1612671
mantido,189706
descabida,89759
quanto,2226881
merece,763471
pequeno,118870
reparo,70284
frações,9788
aumento,346812
terceira,835385
fase,897711
cálculo,1154999
primeiramente,86199
somadas,11895
depois,417209
refletir,29348
totalizando,36683
piso,127276
parcialmente,1051882
provido,1465287
11,936737
73,216106
arts,1125949
xlvi,12786
xlvii,1403
93,286998
ix,228481
texto,271059
12,1146136
43,192637
66,141177
aduzindo,116493
omisso,64652
teses,242580
sustentadas,5632
enfrentamento,49267
sucinta,25514
defensivas,24533
invocados,105229
torna,308531
nulo,55603
nosso,231942
embargado,477620
vigência,631828
nossa,70008
política,135463
questiona,25690
elevação,41302
privativa,269156
liberdade,724605
desconsiderando,8015
primariedade,42403
bons,73568
antecedentes,232334
sido,1558399
praticado,268337
grave,385708
ameaça,180249
96,139831
monocraticamente,64314
destacando,45520
encontravam,36727
justificadas,4683
valoração,94814
considerei,951
cortes,67084
penas,256456
grau,1515364
controle,270200
legalidade,493879
constitucionalidade,177035
critérios,563096
empregados,96886
teratológicas,1584
arbitrárias,3591
violem,1766
frontalmente,24304
dispositivo,709856
reitera,29877
anteriores,252089
13,566513
ficou,317318
demonstrado,256483
desacerto,72238
verifico,88351
impertinentes,10330
decorrem,30399
mero,220779
inconformismo,221209
diz,397138
procede,71523
artigos,484926
condenou,235773
pleito,867442
seguintes,858717
majoração,361123
metade,178241
encontra,632610
respaldo,91400
peculiar,25978
gravidade,200017
consequências,122570
apelante,2120171
atuava,7618
mando,7685
grupo,473580
criminoso,54751
corrompendo,319
funcionários,105218
permitir,180775
ingresso,137016
presídios,3259
incrementando,262
criminalidade,12612
organizada,12404
insegurança,19524
condições,729362
pessoais,209834
favoráveis,63454
sobrepor,10941
consideradas,116680
quantum,662160
aplicada,351024
mostrou,39556
corpórea,3643
cuja,517989
mostra,436253
suficiente,604632
recomendável,31830
44,244107
submete,49431
próximas,8985
fixar,205079
atende,72203
proporcionalidade,296779
individualização,69075
aceita,63630
vigente,467640
prospera,61103
nulidade,1003934
falta,964732
anoto,31408
discutida,92629
ementada,19026
conversão,418199
544,71656
ofensa,810895
incisos,318120
xxxv,86366
lx,4877
sejam,523277
fundamentados,15390
sucintamente,16013
contudo,728332
pormenorizado,12339
cada,844209
corretos,26283
acolhida,224274
reafirmar,10850
autorizar,115047
adoção,161389
procedimentos,117829
relacionados,112827
registre,153572
resulta,114671
tão,578854
elencadas,53321
59,219649
faz,660988
remissão,33321
33,618862
diploma,343230
obstante,327427
quantidade,482273
permite,226891
aberto,237693
impede,246941
imponha,9391
gravoso,42161
muito,515006
embora,790545
exceda,11609
realizado,1312020
consideração,218538
viável,107906
proceder,183820
concluíram,6907
balizas,20357
fixadas,58515
cp,396854
mormente,208631
votação,758610
ausente,365946
justificadamente,132817
neste,1163267
subprocuradora,48452
dra,131456
cláudia,102881
sampaio,23306
marques,317894
ravena,16764
siqueira,40098
habeas,1141694
corpus,1141832
roraima,9869
pacte,40818
marcos,139133
santos,737179
impte,44883
defensoria,112331
defensor,186543
coator,70041
justica,3733
tráfico,601724
entorpecentes,247199
apreciadas,46547
supressão,180933
conhecimento,1440124
writ,193181
tratado,70719
impetração,182775
submetido,145295
crivo,80912
originária,142579
configuraria,15483
maioria,279858
conhecer,1036776
vencido,306381
denegava,1236
2013,325460
impetrado,240406
apontando,51801
coatora,122107
quinta,391055
resp,2288341
campos,92056
máximo,279200
restritiva,148884
havendo,678654
instruídos,5366
peças,176866
necessárias,180985
dispensei,1191
informações,567827
parecer,587178
lavra,276070
ilustre,103574
opinou,144246
denegação,92688
anexo,127727
instrução,574243
relatado,66984
volta,197615
colhe,478838
documentos,1199411
instruem,15851
preso,252524
flagrante,441614
937,5919
cocaína,121327
condenado,268994
treze,83005
sete,190173
meses,638274
cumprida,111526
fechado,234824
regional,250202
região,289977
dando,239987
parcial,1200656
defensivo,75581
ocorrência,1030157
privilegiado,47141
reduzindo,20138
oito,255780
impetrou,48208
especiais,262123
prequestionamento,821503
posta,87700
incidência,1719397
282,153693
356,89055
necessidade,1354523
amplo,75580
acervo,76470
probatório,535056
stj,2682692
objeto,1281669
debate,183378
saciedade,7543
ressente,4007
particular,321586
indispensável,217707
pretensão,1479065
reforma,697858
indubitavelmente,20031
hc,640781
rr,14815
providência,183766
vedada,217717
inconformada,110856
impetrante,564911
conhecido,1626889
específica,383834
enunciado,434015
182,81984
petição,624291
dirigiu,40075
limitando,62669
tecer,21874
considerações,157555
genéricas,30363
incidir,302798
ataca,20593
lançados,45183
exatamente,125768
81,108476
motivo,588248
insurge,109638
efeito,1385199
aplicável,469725
daquela,239223
ensejasse,2662
cuidou,13776
deduzir,29630
ataque,25687
específico,202978
fundamentado,98098
bases,34259
48,166720
repete,16249
postos,38305
pretendendo,48928
mitigação,32949
corporal,129232
ensejo,84322
nesse,1685807
julgados,370462
menezes,168298
sepúlveda,77831
pertence,134868
eros,58072
outros,1094893
destaco,66259
vislumbrar,29345
patente,55940
constrangimento,242968
ilegal,465899
apto,95464
justificar,200923
estreita,69375
proceda,56503
ponderação,30984
condenatória,402000
dificultosos,60
demandar,30584
regra,799470
adequação,217287
fica,355561
circunscrito,3090
motivação,159866
formalmente,43400
idônea,105724
congruência,20021
lógico,63143
jurídica,1368123
declarados,20734
rtj,128341
143,58727
600,37939
impedindo,52405
fizesse,14000
melhor,322436
analise,18540
relevantes,72025
acostar,11507
cópia,247370
trf1,1045
fixado,459312
estabelecendo,53110
privilégio,32049
previsto,908291
tóxicos,29872
equivalente,220722
terço,81120
obrigado,249873
plena,159092
patamar,290467
reprovar,564
prevenir,20009
segundo,1327657
contrário,552877
seria,790913
inócua,24629
considerou,91711
apreendido,90042
estupefaciente,11543
alto,64673
poder,1142514
destrutivo,1202
expressiva,27463
aproximadamente,118395
kg,21871
ensejaria,16864
eleito,21888
preconiza,46978
descabe,62353
revolver,7688
reanalisar,16148
aliás,334558
manifestou,306507
dentre,267776
estabelecidos,202817
preceito,169644
secundário,21791
tipo,391819
majorar,74401
conjugação,21258
substância,146743
apreendida,120203
elementos,870692
qualidade,306147
entorpecente,122208
relatora,681349
ministra,675351
aspecto,204415
perfeita,48710
consonância,221448
indicação,213625
ponderar,23824
suficiência,39935
delas,99869
penso,57392
deva,65823
ocorrer,170154
pretendida,254949
redutor,19410
vide,54295
indeferitória,7666
691,25888
superação,25375
possibilidade,1320285
legalmente,91908
admissível,108997
implicaria,44071
eleita,92922
relativamente,172937
recentemente,99757
afastada,407806
vedação,240479
contida,183187
incidental,99018
inconstitucionalidade,549339
proibição,120510
tiver,120205
apoio,62668
levada,57616
ordinária,349268
atendeu,39060
respeitou,10730
previstas,336717
estabeleceu,115279
fundamentando,18673
indicadas,103135
execução,2542118
necessários,300515
ordinário,244452
referente,439716
diminuição,218877
dedicação,43835
atividades,425326
criminosas,49692
indefere,31993
droga,350521
acondicionamento,8120
possível,1060634
relativa,368847
cometido,89946
criando,18301
nova,788268
conteria,1936
benéfico,11934
leis,320685
ensejaram,20655
hígidos,4953
atestar,33439
concurso,465916
eventual,683077
pessoas,554657
receptação,65318
apetrechos,5244
situações,350572
maus,102748
exemplificam,1631
caracterizadoras,3053
prestante,671
revisar,43098
refutar,12980
rhc,100462
peço,30897
vênia,78236
simplesmente,117713
indeferir,68654
entendo,165121
concluir,181791
enquadrado,10746
praticou,55014
compareceu,40064
julgar,544997
vinculados,59011
tarso,143481
braz,9398
lucas,115743
cecilia,1905
soares,122279
sales,9101
jose,56209
nunes,525119
mauro,191248
abdon,1543
gabriel,35918
advogado,1107069
287,198943
verba,899436
honorária,418588
majorada,29448
percentual,579244
soma,146474
obedecidos,11677
85,524574
virtual,87554
honorários,2681797
advocatícios,1624497
2017,226813
senhora,132587
vice,180679
inadmitiu,39067
vol,156105
38,184716
57,153143
publicada,187667
tempestivamente,39027
licitude,26507
acumulação,34240
cargos,174264
públicos,569030
envolve,72477
alguma,239417
probatória,250379
contidas,75829
ordenamento,174615
pátrio,45528
regulam,10623
incontroversos,39143
assevera,104636
verificar,222580
clara,242499
independente,82891
há,3288707
ocupa,13041
inaplicável,106704
decidir,281481
imiscuir,4049
demonstrou,79442
isso,1495444
controvertida,59466
puramente,21888
entenda,30544
reconsiderar,4290
vossa,43249
posto,425916
mesa,95299
colenda,69802
fim,1796274
reformando,25145
admitido,148402
permitindo,67674
litígio,164098
determinou,461438
manifestação,463773
porquanto,1098815
constatado,74127
óbice,242762
intransponível,11472
pressupor,4692
passou,290923
largo,13777
tais,768572
quedando,5649
inerte,55207
refutam,999
impediram,2635
